travel_id,travel_nm,traveler_id,travel_purpose,travel_start_ymd,travel_end_ymd,mvmn_nm,travel_persona,travel_mission,travel_mission_check
h_h001247,H01,h001247,1;21;4;6;7,2023-07-03,2023-07-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;4;6;7,22;23;1
h_h001250,H01,h001250,1;2;21;22,2023-06-23,2023-06-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;21;22,2;1;11
h_h001252,H01,h001252,1;10;22;26,2023-06-22,2023-06-25,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;10;22;26,22;10;26
h_h001253,H01,h001253,2;3;4;5;6,2023-06-25,2023-06-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;3;4;5;6,2;23;26
h_h001254,H01,h001254,2;22;23;24;26,2023-06-24,2023-06-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;22;23;24;26,22;24;26
h_h001255,H01,h001255,2;5;6;21;22;23;24;26;11;23,2023-06-26,2023-06-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;5;6;21;22;23;24;26;11;23,21;22;6
h_h001257,H01,h001257,21;23;27;28;6,2023-06-23,2023-06-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",21;23;27;28;6,6;27;23
h_h001258,H01,h001258,2;22;27;28;3,2023-06-17,2023-06-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;22;27;28;3,5;28;1
h_h001260,H01,h001260,1;2;23;28;3,2023-06-27,2023-06-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",1;2;23;28;3,23;2;22
h_h001261,H01,h001261,1;21;22;27;6,2023-06-27,2023-06-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;21;22;27;6,6;27;1
h_h001262,H01,h001262,21;22;23,2023-06-19,2023-06-22,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",21;22;23,21;22;23
h_h001269,H01,h001269,2;22;23;4;5,2023-06-20,2023-06-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;23;4;5,26;22;2
h_h001270,H01,h001270,21;22;6;8,2023-06-17,2023-06-20,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;6;8,21;22;6
h_h001275,H01,h001275,9;23;2;28;21;22;12;11,2023-06-19,2023-06-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",9;23;2;28;21;22;12;11,9;2;28
h_h001276,H01,h001276,1;3;4;6;7,2023-06-19,2023-06-22,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;3;4;6;7,1;6;23
h_h001279,H01,h001279,2;22;23;26;27,2023-07-01,2023-07-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;22;23;26;27,2;5;22
h_h001280,H01,h001280,1;2;22;4;9,2023-06-18,2023-06-21,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;2;22;4;9,1;2;9
h_h001282,H01,h001282,22;23;24;27,2023-06-24,2023-06-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",22;23;24;27,22;26;24
h_h001283,H01,h001283,21;23;24;28;3,2023-06-22,2023-06-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",21;23;24;28;3,1;3;28
h_h001285,H01,h001285,21;22,2023-06-18,2023-06-19,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22,3;21;22
h_h001287,H01,h001287,21;22;24;6,2023-06-24,2023-06-25,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",21;22;24;6,21;24;3
h_h001288,H01,h001288,10;2;21;22,2023-06-28,2023-07-06,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3대 동반 여행/일반미션",10;2;21;22,3;10;21
h_h001292,H01,h001292,1;2;22;6,2023-06-16,2023-06-20,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;22;6,11;2;24
h_h001293,H01,h001293,21;22;3;4;9,2023-06-18,2023-06-22,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",21;22;3;4;9,21;22;27
h_h001297,H01,h001297,1;4;5;7;10;22;23;24;26,2023-06-27,2023-07-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;4;5;7;10;22;23;24;26,3;10;24
h_h001298,H01,h001298,2;22;23,2023-06-17,2023-06-20,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;23,22;23;2
h_h001299,H01,h001299,10;24;26;4,2023-06-25,2023-06-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3대 동반 여행/일반미션",10;24;26;4,2;10;26
h_h001300,H02,h001300,2;3;4;5;6,2023-06-28,2023-07-01,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",2;3;4;5;6,8;21;2
h_h001301,H01,h001301,1;11;24;28,2023-07-05,2023-07-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;11;24;28,24;11;6
h_h001303,H01,h001303,27;5;22;26;23;1,2023-06-27,2023-06-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",27;5;22;26;23;1,5;27;21
h_h001306,H01,h001306,21;22;5,2023-06-20,2023-06-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;22;5,22;5;21
h_h001309,H01,h001309,1;21;22;23;24,2023-06-20,2023-06-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;21;22;23;24,22;26;24
h_h001314,H01,h001314,1;22;24;28;6,2023-06-20,2023-06-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;24;28;6,22;24;26
h_h001316,H01,h001316,1;2;4;5;6,2023-06-30,2023-07-03,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;4;5;6,5;13;26
h_h001317,H01,h001317,1;2;22;26;5,2023-06-17,2023-06-20,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;26;5,22;5;1
h_h001318,H01,h001318,22,2023-06-28,2023-07-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22,22;5;2
h_h001320,H01,h001320,21;22;23;24;9,2023-07-05,2023-07-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/나홀로 여행/일반미션",21;22;23;24;9,21;23;22
h_h001322,H01,h001322,1;12;22;28;3,2023-06-24,2023-06-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;12;22;28;3,1;28;6
h_h001325,H01,h001325,3;5;6;9,2023-06-18,2023-06-21,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",3;5;6;9,1;23;3
h_h001326,H01,h001326,1;22;24;28;3,2023-06-28,2023-07-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",1;22;24;28;3,22;1;24
h_h001329,H01,h001329,22;24,2023-06-30,2023-07-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;24,24;23;22
h_h001330,H01,h001330,1;2;23;25;6,2023-06-18,2023-06-22,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;2;23;25;6,23;6;27
h_h001335,H01,h001335,21;22;24;5;7,2023-06-22,2023-06-27,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;24;5;7,21;22;7
h_h001336,H01,h001336,23;2,2023-07-08,2023-07-10,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",23;2,23;2;22
h_h001338,H01,h001338,1;10;3;4;5,2023-06-20,2023-06-23,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;10;3;4;5,5;22;21
h_h001340,H01,h001340,22;28,2023-06-25,2023-06-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;28,28;21;1
h_h001345,H01,h001345,24;21;26;1;26;7,2023-06-19,2023-06-22,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",24;21;26;1;26;7,1;2;22
h_h001354,H01,h001354,1;22;6;26,2023-06-20,2023-06-23,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;6;26,1;6;26
h_h001355,H01,h001355,1;2;4;6;8,2023-06-23,2023-06-27,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",1;2;4;6;8,23;27;6
h_h001359,H01,h001359,1;2;22;10;23;26;12;24;3;4;21;6,2023-07-03,2023-07-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;22;10;23;26;12;24;3;4;21;6,2;9;22
h_h001364,H01,h001364,10;2;22;23;5,2023-06-23,2023-06-25,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",10;2;22;23;5,6;23;22
h_h001365,H01,h001365,2;22;23;26;4,2023-06-25,2023-06-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;23;26;4,22;26;1
h_h001366,H01,h001366,2;22;26;5;6,2023-06-21,2023-06-24,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;22;26;5;6,22;28;1
h_h001371,H01,h001371,1;2;25;4;9,2023-06-27,2023-06-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;25;4;9,25;2;22
h_h001372,H01,h001372,2;22,2023-06-20,2023-06-23,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",2;22,2;22;24
h_h001373,H01,h001373,10;2;5;6;8,2023-07-01,2023-07-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",10;2;5;6;8,21;23;24
h_h001375,H01,h001375,22;23,2023-06-27,2023-06-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",22;23,23;11;22
h_h001382,H01,h001382,1;22;23;24;6,2023-06-28,2023-07-02,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;23;24;6,22;6;1
h_h001385,H01,h001385,2;21;22;24;27,2023-07-09,2023-07-10,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",2;21;22;24;27,2;3;21
h_h001391,H01,h001391,1;13;23;24;26,2023-06-30,2023-07-03,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;13;23;24;26,12;23;26
h_h001392,H01,h001392,2;3;21;27;23,2023-06-22,2023-06-25,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;3;21;27;23,3;2;24
h_h001393,H01,h001393,1;22;4;6;9,2023-07-02,2023-07-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;4;6;9,9;23;26
h_h001396,H01,h001396,22,2023-07-04,2023-07-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22,21;22;1
h_h001397,H01,h001397,12;22;26;4;5,2023-06-26,2023-06-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",12;22;26;4;5,26;3;12
h_h001398,H01,h001398,12;2;3;6,2023-07-03,2023-07-07,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",12;2;3;6,6;24;2
h_h001404,H01,h001404,10;2;21;22;23,2023-06-21,2023-06-26,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",10;2;21;22;23,2;21;22
h_h001406,H01,h001406,2;12;22;26,2023-06-22,2023-06-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",2;12;22;26,2;26;12
h_h001415,H01,h001415,21;22;24;27;28,2023-06-24,2023-06-28,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;24;27;28,21;22;1
h_h001416,H01,h001416,3;6,2023-07-01,2023-07-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",3;6,21;1;7
h_h001421,H01,h001421,22;23;24;4;6,2023-07-05,2023-07-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",22;23;24;4;6,23;6;4
h_h001428,H01,h001428,1;6;24;10;23;21;22,2023-07-04,2023-07-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",1;6;24;10;23;21;22,21;23;24
h_h001429,H01,h001429,2;22,2023-07-05,2023-07-08,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",2;22,2;22;6
h_h001433,H01,h001433,1;5;23;11,2023-06-25,2023-07-02,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",1;5;23;11,6;5;2
h_h001434,H01,h001434,1;2;24;26;28,2023-06-29,2023-07-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;24;26;28,5;22;4
h_h001436,H01,h001436,4;7;22;2;24,2023-07-04,2023-07-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",4;7;22;2;24,7;26;2
h_h001438,H01,h001438,11;2;4;5;6,2023-07-03,2023-07-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",11;2;4;5;6,6;2;22
h_h001441,H01,h001441,12;21;22;24;28,2023-06-30,2023-07-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",12;21;22;24;28,2;1;10
h_h001443,H01,h001443,2;21;22;23;28,2023-07-06,2023-07-10,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;21;22;23;28,23;2;22
h_h001447,H01,h001447,2;21;22;23;27,2023-06-22,2023-06-25,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",2;21;22;23;27,21;23;22
h_h001451,H01,h001451,1;2;22;23;3,2023-07-02,2023-07-05,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22;23;3,3;5;22
h_h001453,H01,h001453,1;10;24;28;5,2023-07-04,2023-07-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;10;24;28;5,24;28;10
h_h001457,H01,h001457,1;22;24;26;27,2023-07-01,2023-07-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;22;24;26;27,1;26;27
h_h001458,H01,h001458,1;22;26;4;6,2023-06-25,2023-06-28,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",1;22;26;4;6,1;22;6
h_h001461,H01,h001461,10;2;22;5;9,2023-06-27,2023-07-01,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",10;2;22;5;9,22;9;27
h_h001462,H01,h001462,1;10;23;5;7,2023-07-03,2023-07-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;10;23;5;7,5;7;1
h_h001464,H01,h001464,5;7;21;22;24;26;27,2023-06-29,2023-07-02,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",5;7;21;22;24;26;27,5;21;24
h_h001465,H01,h001465,5,2023-07-01,2023-07-04,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/3인 이상 친구/일반미션",5,5;23;21
h_h001466,H01,h001466,21;22;26;3;4,2023-07-08,2023-07-11,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/3인 이상 친구/일반미션",21;22;26;3;4,28;21;22
h_h001467,H01,h001467,5;6;10;22;21;24;27,2023-06-26,2023-06-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",5;6;10;22;21;24;27,28;10;21
h_h001468,H01,h001468,1;10;21;23;24,2023-06-25,2023-06-27,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",1;10;21;23;24,23;10;21
h_h001471,H01,h001471,21,2023-06-24,2023-06-28,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/특별미션",21,21;22;24
h_h001473,H01,h001473,1;22;23;24;26,2023-06-23,2023-06-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;22;23;24;26,1;23;22
h_h001477,H01,h001477,21;22;23;27;28,2023-07-05,2023-07-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",21;22;23;27;28,22;26;5
h_h001478,H01,h001478,24;23;22;8;6;5;2;1;28;26;12;4,2023-07-03,2023-07-06,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",24;23;22;8;6;5;2;1;28;26;12;4,2;6;22
h_h001481,H01,h001481,21;22;23;24;27,2023-06-27,2023-07-01,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",21;22;23;24;27,1;10;23
h_h001482,H01,h001482,2;21;22;6;9,2023-07-07,2023-07-10,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/부부/일반미션",2;21;22;6;9,28;24;21
h_h001491,H01,h001491,22;8;24,2023-06-26,2023-06-29,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",22;8;24,22;8;5
h_h001492,H01,h001492,1;2;5;8;9,2023-06-30,2023-07-04,자가용,"제주,도서지역 방문/거주지 구분 없음/40세 이상/자녀동반/일반미션",1;2;5;8;9,1;2;6
h_h001493,H01,h001493,2;22;23;24;3,2023-07-03,2023-07-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부모 동반/일반미션",2;22;23;24;3,2;22;1
h_h001494,H01,h001494,3;21;22;23;27,2023-07-07,2023-07-11,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/부부/일반미션",3;21;22;23;27,2;23;21
h_h001497,H01,h001497,1;2;3;4;5,2023-06-26,2023-06-30,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",1;2;3;4;5,11;6;26
h_h001502,H01,h001502,1;2;22,2023-07-03,2023-07-06,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",1;2;22,2;22;24
h_h001504,H01,h001504,2;28;6;9,2023-07-05,2023-07-09,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/40세 이상/커플/일반미션",2;28;6;9,28;6;21
h_h001505,H01,h001505,1;12;21;3;5,2023-07-04,2023-07-07,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/나홀로 여행/일반미션",1;12;21;3;5,22;24;6
h_h001511,H01,h001511,2;22;21;23;5;1;7,2023-06-23,2023-06-26,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;22;21;23;5;1;7,22;23;21
h_h001513,H01,h001513,7;22;28;21;5,2023-07-06,2023-07-10,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/특별미션",7;22;28;21;5,1;5;7
h_h001516,H01,h001516,1;2;3;4;5,2023-07-03,2023-07-10,자가용,"제주,도서지역 방문/거주지 구분 없음/39세 이하/자녀동반/일반미션",1;2;3;4;5,23;22;26
h_h001518,H01,h001518,2;21;22;4;5,2023-06-24,2023-06-27,대중교통 등,"제주,도서지역 방문/거주지 구분 없음/39세 이하/커플/일반미션",2;21;22;4;5,22;21;6
